SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
Cc1cccc(C)c1NC(=O)C[NH+](C)CCCCCCl,,,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)C[NH+](C)CCCCCl,,,,,,4.81,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)C[NH+]1C(C)CCCC1C,,,,,,,3.77,,,,,,3.4,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)C[NH+]1CCCCC1,3.31,,,,,,3.34,,,,,,3.07,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)C[NH+]1CCCCC1C,,,,,,,3.73,,,,,,3.42,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)C[NH2+]CC(C)O,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)N(CCN(C)C)C(C)C,,,,,,,3.88,,,,,,3.74,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)N=C(N(C)C)N(C)C,,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)N=C(N)N,,,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)N=C1CCCN1C,3.35,,,,,,3.28,2.88,,,,,,,,,2.47,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC(=O)CN1CCC(O)(c2ccccc2)CC1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC(N)=NC(C)C,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC(N)=NCC(C)C,,,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC(N)=NCC(F)(F)F,,,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC(N)=NCC1CCCO1,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC(N)=NCCc1ccccc1,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC(N)=NCc1ccccc1,,,,,,,,3.82,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC1=NCCCCCN1,,,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC1=NCCCCN1,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC1=NCCCCN1C,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC1=NCCCN1,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC1=NCCN1C,,,,,,,,3.28,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC1=NCCOCCN1,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NC1=Nc2ccccc2SC1,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)NCCCl,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)Nc1ccc2c(c1)OCO2,,,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCCCC1[NH+]1CCCC1,,,,,,,,,,,,,4.07,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCCCC1[NH+]1CCCCC1,,,,,,,,,,,,,4.29,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCCCC1[NH+]1CCOCC1,,,,,,,,,,,,,3.26,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCCN(C(C)(C)C)C1,,,,,,4.64,,,,,,,3.8,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCCN(C)C1,,,,,,4.24,,,,,,,3.49,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCC[NH+](C(C)C)C1,,,,,,4.35,,,,,,,3.73,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCN(C(C)C)C1,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCN(C(C)C)CC1,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCN(C)C1,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CCN(C)CC1,,,,,,3.83,,,,,,,3.45,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CC[NH+](C(C)(C)C)C1,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1CN2CCC1CC2,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OC1C[C@@H]2CC[C@H](C1)N2C,,,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OCC(C[NH+]1CCCCC1)OC(=O)Nc1ccccc1,,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OCC1CCCN(C)C1,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OCC1CCCN1C,,,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)OCC1CCN(C)C1,,,,,,3.79,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)Oc1ccccc1CN1CCCCC1,,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)Oc1ccccc1CN1CCOCC1,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)[C@@H]1CCCCN1C,,,,,,3.86,,,,,,2.67,2.87,,,,,,,,,3.82,,,,,,,
Cc1cccc(C)c1NC(=O)[C@H]1CCCCN1C,,,,,,3.89,,,,,,2.69,3.15,,,,,,,,,3.84,,,,,,,
Cc1cccc(C)c1NC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,2.58,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(-c2ccccc2)on1,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(C(C)(C)C)on1,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(C(C)C)on1,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(C(C)O)on1,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(CCl)on1,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(CF)on1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(CO)no1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(CO)on1,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(COC(=O)C(C)(C)C)on1,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(COC(=O)c2ccccc2)on1,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(COC(N)=O)on1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(COc2ccccc2)on1,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,2.83,,,,,,3.04,2.61,,,,,2.38,,,,2.34,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1ccc[nH]c1=O,2.08,,,,,,2.08,1.54,,,,,,,,,1.61,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cccc([N+](=O)[O-])c1O,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1ccccc1,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1ccno1,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1ccon1,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(C)CN,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(N)=O,,,,,,3.47,,1.74,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC1=NCCCS1,,,,,,4.09,,2.96,,,,,3.26,,,,3.23,,3.23,,,,,,,,4.44,,
Cc1cccc(C)c1NC1=NCCO1,3.34,,,,,,,3.06,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC1=NCCS1,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NCC(=O)N(C)C,,,,,,,,2.65,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NCC(=O)N1CCCC1,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NCC(C)N,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NCC(C)N(C)C,3.39,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NCC(O)CNC(C)C,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NCCN=C(N)N,,,,,,,,2.44,,,,,2.92,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NCCNCC(O)COc1ccccc1,,,,,,,,,,,,,,,,,,,,,,4.04,,,,,,,
Cc1cccc(C)c1Nc1ncccc1C(=O)O,2.8,,,,,2.94,,2.57,,,,,,,,,5.02,,,,,,,,,,,,
Cc1cccc(C)c1O,2.91,,,,,3.18,,2.43,,,,,,,,2.09,2.62,,,2.24,,,,1.72,,,,,
Cc1cccc(C)c1OC(=O)C(C)N1CCCCC1,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)C(C)N1CCN(C)CC1,,,,,,4.17,,,,,,,3.23,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)C(C)N1CCOCC1,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)C(Cc1ccccc1)N1CCN(C)CC1,,,,,,,,,,,,,3.55,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)C(c1ccccc1)N1CCN(CCO)CC1,,,,,,,,,,,,,3.79,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)CCN1CCN(C)CC1,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)CN1CCCC1,,,,,,,2.85,,,,,,2.71,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)CN1CCCCC1,,,,,,3.95,,,,,,,2.31,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)CN1CCN(C)CC1,,,,,,4.18,,,,,,,2.83,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)CN1CCOCC1,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)NCC[NH+]1CCCC1,,,,,,,3.82,,,,,,3.23,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(=O)NCC[NH+]1CCCCC1,,,,,,,4.08,,,,,,3.63,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(C)CN=C(N)N,,,,,,,,2.47,,,,,2.77,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OC(C)C[N+](C)(C)C,,,,,,4.62,,,,,,,,,,,,,,,,,2.29,,,,,,
Cc1cccc(C)c1OCC(C)N,3.24,3.52,,,4.035,3.9500002999999997,,2.825,,,,2.63,2.96,3.34,4.33,,2.82,,,3.13,,3.77,,,,,2.78,2.71,3.86
Cc1cccc(C)c1OCC(C)NC(=O)C1=CC(C)(C)NC1(C)C,,,,,,4.52,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC(C)NC(=O)C1CC(C)(C)NC1(C)C,,,,,,5.27,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC(O)CN1C(C)(C)C=CCC1(C)C,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC(O)CN1C(C)(C)CCC1(C)C,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC(O)CN1C(C)(C)CCCC1(C)C,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC(O)C[N+](C)(C)C(C)C,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC(O)C[NH+]1C(C)(C)CC1(C)C,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC1=NCC[NH2+]1,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCCCN1CCN(c2ccc(Cl)cc2)CC1,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCCCN1CCN(c2ccccc2)CC1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCCCN1CCN(c2ccccn2)CC1,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCCCN=C(N)N,,,,,,,,2.37,,,,,2.8,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCCCNCCS,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCCCNCCSS(=O)(=O)O,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCCC[NH2+]CCSSCC[NH2+]CCCCOc1c(C)cccc1C,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCCN=C(N)N,,,,,,,,2.47,,,,,2.77,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCN(C)CCCCl,3.37,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCN=C(N)N,,,,,,4.14,,2.62,,,,,3.34,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCN=C(N)N[NH3+],,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCN=C(Nc1ccccc1)Nc1ccccc1,,,,,,,,3.28,,,,,3.46,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCNC1=NCCN1,,,,,,,,2.56,,,,,2.68,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCC[N+](C)(C)C,3.48,,,,,4.53,,,,,,,3.08,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OCCn1cnnc1N,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1OP(=O)(Oc1c(C)cccc1C)Oc1c(C)cccc1C,,,,,,,,,,,,,,,,1.72,1.41,,,,,,,,,,,,
Cc1cccc(C)c1OS(=O)CNC(=O)Oc1cccc2c1OC(C)(C)C2,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1O[C@@H]1C[C@H]1[NH3+],,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1[N+](=O)[O-],,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1[NH2+]CC[NH2+]C(c1ccccc1)c1ccc(Cl)cc1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)n1,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,
Cc1cccc(C/C=N/NC(=O)c2cccnc2)n1,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2(C(=O)N3CCCC3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1,,,,,,4.49,,,,,,3.2,3.49,,,,,,,,,4.67,,,,,,,
Cc1cccc(C2(C)SCCN2C)c1,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2(O)C(CCc3ccccc3)SC3=NCCN32)c1C,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2(O)CCC(=O)N2C)c1,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C23CN4CN(C2)CC(c2cccc(C)c2)(C4)C3=O)c1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C23OCC(Cn4c2nc2ccccc24)O3)c1,,,,,,,,2.47,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2=CCC(N3CCCCC3)CC2)c1,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2=NC(c3ccccc3)C(C)N(C)N2)c1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2=NCCS2)c1,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2=[N+](C)CCS2)c1,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2C(=O)c3ccc(C(=O)O)cc3C2=O)c1,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2CCC(N3CCCCC3)CC2)c1,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2CCCCC2)c1O,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2CN(C)CCc3c2cc(O)c(O)c3Cl)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Cc1cccc(C2NCCS2)c1,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2NCCc3c2[nH]c2ccccc32)c1,,,,,,3.97,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2OCCN2C)c1,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C2SCCS2)c1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC(=S)N(C)C)n1,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC(C)(C)N)c1,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC(C)N)c1,3.64,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC(N)c2cccs2)c1,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC(NC(C)C)c2cccs2)c1,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CC2=NCCN2)c1,,,,,,3.72,,2.62,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCCl)n1,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCN2CCCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)C2)n1,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCNC(N)=O)c1,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCNC(N)=O)c1C,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCNc2ccncc2N)c1,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CCl)n1,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN(C)N=O)c1,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,
Cc1cccc(CN2CCC(Nc3ncccn3)CC2)c1,2.97,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCN(C(=N)N)CC2)c1,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCN(C(=O)CC(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,2.85,,,,,,,2.42,,,,,,,,,2.35,,,,,,,,,,,,
Cc1cccc(CN2CCN(CCC(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCN(CCNC(Cc3ccccc3)c3ccccc3)CC2)c1,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCN(CCNC(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCNCC2)c1,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCc3sccc3C2)c1,,,,,,,,2.97,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN=C(N)N)c1,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CNC(=O)CCNNC(=O)c2ccncc2)c1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CNC(=O)NCCCl)c1C,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CNC2=NCCO2)c1C,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CNc2c3c(nc4ccccc24)CCCC3O)c1,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CO)c1NC(=O)NCCCl,,,,,,3.64,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(COCCO)c1,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CON2CC(=O)NC2=O)c1,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CON2CCC(=O)NC2=O)c1,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C[NH+](CCCl)Cc2cccc(C)c2)c1,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,
Cc1cccc(C[NH+]2CCN(C3c4ccccc4CCc4[nH+]cccc43)CC2)c1,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cc2ccccc2)c1OCCCCN(C)C,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cc2cnc[nH]2)c1,,,,,,3.74,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cc2cnc[nH]2)c1C,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cc2csc(N3CCNCC3)n2)c1,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1-n1c(C)nc2ccccc2c1=O,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1C(=O)O,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1N(C)C(=O)C[NH+](C)C,,,,,,,2.85,,,,,,2.79,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1N(C)C(=O)N=C(N)N,,,,,,,,3.74,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1N1CCN(C(=O)c2cccnc2)CC1,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1N1CCN(CCOc2scnc2C)CC1,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C,,,,,,,,2.34,,,,,,,,,2.34,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)/N=C/NN(C)C,,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)/N=C1/CCCN1C,,,,,,,,2.77,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C1=CCCN(C)C1,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)CCN(C)C,3.2,,,,,,3.39,,,,,,2.79,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)CCN1C(C)CCCC1C,,,,,,,4.02,,,,,,4.14,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)CCN1CCCCC1,,,,,,,3.74,,,,,,3.68,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)CCN1CCCCC1C,,,,,,,3.93,,,,,,3.96,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)CSCC[NH+](C)C,,,,,,,3.36,,,,,,2.85,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH+](C(C)C)C(C)C,,,,,,,3.5,,,,,,2.79,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH+](C)C,3.03,,,,,,3.08,,,,,,2.64,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH+](C)C1CCCCC1,,,,,,,3.5,,,,,,2.99,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH+]1C(C)CCCC1C,3.63,,,,,,3.66,,,,,,3.26,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH+]1CCCC1,,,,,,,,,,,,,2.92,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH+]1CCCCC1,3.25,,,,,,3.27,,,,,,3.06,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH+]1CCCCC1C,3.46,,,,,,3.61,,,,,,3.36,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH+]1CCOCC1,,,,,,,2.99,,,,,,2.79,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)C[NH2+]C(C)(C)C,2.84,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,
