SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
CCOC(=O)c1c(CSc2nc3ccccc3s2)oc2ccc(O)c(CN(C)C)c12,,,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH+](C)C)oc2ccc(OC)cc12,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH+](CC)CC)n(C)c2ccc(OS(=O)(=O)c3ccc(C)cc3)cc12,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH+]2CCCCC2)oc2ccc(O)cc12,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH+]2CCCCC2)oc2ccc(OC)cc12,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH+]2CCOCC2)n(-c2ccccc2)c2ccc(OS(=O)(=O)c3ccc(C)cc3)cc12,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH+]2CCOCC2)oc2ccc(O)cc12,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH+]2CCOCC2)oc2ccc(OC)cc12,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH2+]C(N)=S)oc2ccc(OC)cc12,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(C[NH2+]Cc2ccccc2)n(C)c2ccc(OS(=O)(=O)c3ccc(C)cc3)cc12,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(Cc2ccccc2)nc(C)c(OCCCN(C)C)c1C(=O)OCC,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(Cl)c2ccccc2n(C)c1=O,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(N(C)C)c(-c2ccccc2)nn1C,,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(N)sc2c1C1CCN2CC1,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(N)sc2c1CCN(C)C2,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,
CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,2.57,,,,,,2.41,2.0549998,,,,1.54,1.54,,,,1.98,,,,,,,,,,,,
CCOC(=O)c1c(N)sc2c1CCNC2,,,,,,,,,,,,,,,,,,,2.96,,,,,,,,,,
CCOC(=O)c1c(NC(=O)C(c2ccccc2)c2ccccc2)sc2c1C1CCN2CC1,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(=O)CN2CCCCC2)sc2c1CC(C)CC2,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(=O)CN2CCOCC2)sc(CC(=O)N2CCOCC2)c1C,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(=O)CN2CCOCC2)sc2c1CCCC2,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(=O)COc2ccc(Cl)cc2)sc2c1C1CCN2CC1,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(=O)Cc2ccccc2)sc2c1CCCC2,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(=O)c2cc(OC)c(OC)c(OC)c2)sc2c1C1CCN2CC1,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(=O)c2ccccc2)sc2c1C1CCN2CC1,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCCC2,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(C)=O)sc2c1C1CCN2CC1,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NC(C)C)c2ccccc2n(C)c1=O,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(NCC(C)C)c2ccccc2n(C)c1=O,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(Nc2ccc(C)cc2)c2ccccc2n(C)c1=O,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(Nc2ccc(Cl)cc2)c2ccccc2n(C)c1=O,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(Nc2ccc(OC)cc2)c2ccccc2n(C)c1=O,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(Nc2cccc(C(F)(F)F)c2)c2ccccc2n(C)c1=O,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(O)c2ccccc2[nH]c1=O,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(O)c2ccccc2n(C)c1=O,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(O)c2ccccc2n(CC)c1=O,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(OC(C)=O)c2ccccc2n(C)c1=O,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(OC(C)=O)c2ccccc2n(CC)c1=O,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,,,,,,,,,,,,,,,,,,,,,,,2.12,,,,,,
CCOC(=O)c1c(SC)nn(-c2ncnc3c2nnc2c(C)cccc23)c1N,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c(Sc2ccc(C)cc2)oc2ccc(O)c(C[NH+](C)C)c12,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c2ccc(Cl)cc2c(-c2ccc(Cl)cc2)n1CCN(CC)CC,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c2ccc(Cl)cc2c(-c2ccccc2)n1CCCN(CC)CC,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c2ccc(Cl)cc2c(-c2ccccc2)n1CCN(CC)CC,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c[n+](CC)c2n(c1=O)C(C)CCC2,,,,,,,,,,,,,,,,,2.29,,,,,3.29,,,,,,,
CCOC(=O)c1c[nH]c(-c2ccccc2)c1N,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c[nH]c(=S)[nH]1,2.76,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c[nH]c(=S)[nH]c1=O,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c[nH]c2c(Cl)cccc2c1=O,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1c[nH]c2c(F)c(F)c(F)cc2c1=O,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,
CCOC(=O)c1c[nH]c2cc(OCC3CC3)c(OCC3CC3)cc2c1=O,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc3c(c2)N(CCCN(C)C)c2ccccc2S3)nc2ccc(F)cc12,,,,,,,,2.83,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc3c(c2)N(CCCN2CC[NH+](C)CC2)c2ccccc2S3)nc2ccccc12,,,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc3c(c2)N(CCC[NH+](C)C)c2ccccc2S3)nc2ccc(C)cc12,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc3c(c2)N(CCC[NH+](C)C)c2ccccc2S3)nc2ccc(Cl)cc12,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc3c(c2)N(CCN(C)C)c2ccccc2S3)nc2ccccc12,3.4,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc3c(c2)Nc2ccccc2S3)nc2ccc(C)cc12,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc3c(c2)Nc2ccccc2S3)nc2ccc(Cl)cc12,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccc3c(c2)Nc2ccccc2S3)nc2ccccc12,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(/C=C/c2ccc([N+](=O)[O-])o2)nc2ccccc12,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c(O)c(CN(CC)CC)o1,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c(O)c(CN2CCN(C)CC2)o1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2c(C)cc(C)cc2o1,,,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2c(OC)cccc2o1,,,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)OCC)cc(=O)c34)cccc2o1,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cc(Br)cc(Br)c2o1,,,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cc(Br)ccc2o1,,,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cc(C)cc(Br)c2o1,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cc(C)ccc2o1,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cc(Cl)ccc2o1,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cc([N+](=O)[O-])cc(C)c2o1,,,,,,,,3.44,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cc([N+](=O)[O-])ccc2o1,,,,,,,,3.42,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2ccc(C)cc2o1,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2ccc(O)c(CN(CC)CC)c2o1,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2ccc(O)c(CN3CCCCC3)c2o1,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2ccc(O)c(CN3CCN(C)CC3)c2o1,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2ccc(OC)c(CN3CCCCC3)c2o1,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2ccc(OC)cc2o1,,,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2ccc(OCc3ccccc3)cc2o1,,,,,,,,3.51,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cccc(C(F)(F)F)c2[nH]1,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2cccc(C)c2o1,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)c2ccccc2o1,2.24,,,,,,,3.34,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=O)cc(C(=O)N2CCN(C)CC2)o1,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(=S)c2ccccc2o1,,,,,,,,3.37,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(Br)c(N)c(CN(CC)CC)c1,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(Br)ccc1OC(N)=O,2.56,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2c(Cl)cccc2Cl)ccc1O,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2cc(Cl)ccc2C)ccc1O,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2cc(Cl)ccc2Cl)ccc1O,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccc(C)cc2)ccc1O,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccc(Cl)c(Cl)c2)ccc1O,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccc(Cl)cc2)ccc1O,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccc(Cl)cc2C)ccc1O,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccc(OC)cc2)ccc1O,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccc(OCC)cc2)ccc1O,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2cccc(C)c2)ccc1O,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2cccc(C)c2C)ccc1O,,,,,,,,,2.68,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2cccc(Cl)c2)ccc1O,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2cccc(Cl)c2C)ccc1O,,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2cccc(Cl)c2Cl)ccc1O,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccccc2)ccc1O,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccccc2C(F)(F)F)ccc1O,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccccc2C)ccc1O,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C(=O)Nc2ccccc2Cl)ccc1O,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)c(N)c(C)c1,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)c(NC(=O)CN(CC)CC)c(C)c1,,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2c1c(=O)[nH]c(=S)n2-c1ccccc1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2c1c(=O)n(-c1ccccc1)c(=O)n2CCCCN1CCN(c2cccc(Cl)c2)CC1,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2c1c(=O)n(-c1ccccc1)c(=O)n2CCCCN1CCN(c2ccccc2)CC1,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2c1c(=O)n(-c1ccccc1)c(=O)n2CCCCN1CCN(c2ncccn2)CC1,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2c1c(=O)n(-c1ccccc1)c(=O)n2CCCN1CCN(c2ccccc2)CC1,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2c1c(=O)n(-c1ccccc1)c(=O)n2CCCN1CCN(c2ccccc2Cl)CC1,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2c1c(=O)n(C)c(=S)n2Cc1ccccc1,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2nc(SCCCN3CCN(c4cccc(Cl)c4)CC3)n(C)c(=O)c12,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2nc(SCCCN3CCN(c4ccccc4)CC3)n(-c3ccccc3)c(=O)c12,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2nc(SCCCN3CCN(c4ccccc4)CC3)n(C)c(=O)c12,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(C)nc2nc(SCCCN3CCN(c4ccccc4Cl)CC3)n(C)c(=O)c12,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(Cl)c(O)c(Cl)c1,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(Cl)ccc1OC(N)=O,2.48,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,
CCOC(=O)c1cc(N)ccc1OCCC[NH+]1CCCCC1,,,,,,5.01,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(O)c(O)c(O)c1,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(O)cc(O)c1,,,,,,,,2.49,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(OC)c(O)c(OC)c1,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc(OC)ccc1S(N)(=O)=O,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c(=O)n(C(C)=O)c(=N)sc2nc1C,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c(=O)n(C)c(=NC)sc2nc1C,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c(=O)n(C)c(=O)sc2nc1C,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c(=O)nc(NC)sc2nc1C,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c(=O)nc(SCCN(CC)CC)n(-c3ccccc3)c2nc1C,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c(Br)c(O)c(C[NH+](C)C)cc2o1,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c(C[NH+](C)C)c(O)ccc2o1,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c([nH]c3ccccc32)c(-c2cccnc2)n1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2c(ccc3ccccc32)oc1=O,,,,,,,,2.66,,,,,,,,,2.23,,,,,,,,,,,,
CCOC(=O)c1cc2cc(C(=O)O)ccc2oc1=O,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2cc(C(=O)OC)ccc2oc1=O,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2cc(CC)ccc2[nH]1,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2cc(OC)ccc2[nH]1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2cc(OC)ccc2o1,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,,,
CCOC(=O)c1cc2ccc(N)cc2oc1=O,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2ccc3c(c2[nH]1)N=C(C)CC(C)=N3,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1,,,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2ccccc2oc1=O,,,,,,3.72,,,,,,,3.22,,,,,,,,,,,,,,,,
CCOC(=O)c1cc2nc3ccccc3c(=O)n2c2ccccc12,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(-c2ccccc2Cl)cc1,,,,,,3.42,,2.42,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(-n2c(/C=C/c3ccc(Cl)cc3)nc3ccccc3c2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,,
CCOC(=O)c1ccc(-n2c(/C=C/c3cccc([N+](=O)[O-])c3)nc3cc(Cl)ccc3c2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,2.68,,,,
CCOC(=O)c1ccc(-n2c(/C=C/c3ccco3)nc3cc(Cl)ccc3c2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,,,
CCOC(=O)c1ccc(-n2c(CSC(C)C(=O)O)nc3ccc(Br)cc3c2=O)cc1,,,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(-n2c(CSCC(=O)O)nc3ccc(Br)cc3c2=O)cc1,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(-n2c(CSCCC(=O)O)nc3ccc(Br)cc3c2=O)cc1,,,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(/[N+]([O-])=C/c2ccc(N(CC)CC)cc2)cc1,,,,,,,,,,,,,,,,,2.83,,,,,,,,,,,,
CCOC(=O)c1ccc(C(=N)[NH3+])cc1,2.91,,,,,,,,,,,,2.89,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(C(=O)OCC)cc1,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,,,,,,,,2.91,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(C)[nH]1,,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(C)c(N=NN(C)C)c1,,,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(C2CCN(CCC=C3c4ccccc4CCc4ccccc43)CC2)cc1,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(CC(=O)Nc2ccccc2)cc1,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(CCN(CC)CCCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(CN=C([O-])Nc2c[n+](C(C)Cc3ccccc3)no2)cc1,,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(CNC2(C(=O)OCC)Sc3cc(C)ccc3NC2=O)cc1,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(COCCCN(CC)CC)cc1,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(COCCN(CC)CC)cc1,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(F)c(I)c1,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N(C(C)=O)C(C)C(=O)N(C)C)cc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N(CC(=O)N(C)C)C(C)=O)cc1,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N)cc1,2.88,2.92,,,,,,1.82,,,,,,,,,1.73,4.3,,,,,,,,,,,
CCOC(=O)c1ccc(N)cc1O,2.6,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N/C([O-])=N/c2c[n+](C(C)Cc3ccccc3)no2)cc1,,,,,,,,3.52,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N/C=C2/C(=O)N(c3ccccc3)N=C2C)cc1,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)cc1,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N2C(=O)c3ccc(Cl)cc3N/C2=C\C=C2C=CC(=O)C=C2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,,,
CCOC(=O)c1ccc(N2C(=O)c3ccc([N+](=O)[O-])cc3N/C2=C/C=C2/C=CC=CC2=O)cc1,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=CC2C=CCO2)cc1,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=CN(C)C)cc1,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=Cc2cccc([N+](=O)[O-])c2)cc1,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=Cc2ccccc2)cc1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=Cc2ccccc2OC)cc1,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=Cc2cccnc2)cc1,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=NC(C#N)C#N)cc1,,,,,,,,,,,,,,3.91,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=NC2C(=O)N(c3ccccc3)N=C2C)cc1,,,,,,,,,2.54,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=NN(C)C)cc1,,,,,,,,2.04,,,,2.69,,,,,,,,,,3.17,,,,,,,
CCOC(=O)c1ccc(N=Nc2c(N)nc(N)nc2N(CC)CC)cc1,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=Nc2c(N)nc(N)nc2N2CC[NH+](CCCl)CC2)cc1,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(N=Nc2c(N)nc(N)nc2NCC(Cl)CNc2ccccc2)cc1,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
